Product_Code,Sold_Quantity,Division,Date,Pharmacy_ID
P001,147,Div4,2023-02-22,Z05
P001,150,Div1,2023-02-22,Z04
P010,171,Div1,2023-02-22,Z04
P010,163,Div1,2023-02-22,Z05
P008,162,Div4,2023-02-22,Z03
P010,111,Div1,2023-02-22,Z01
P010,122,Div2,2023-02-22,Z03
P009,160,Div4,2023-02-23,Z03
P007,117,Div4,2023-02-23,Z02
P006,158,Div3,2023-02-23,Z02
P005,172,Div3,2023-02-23,Z05
P006,215,Div3,2023-02-23,Z01
P006,170,Div3,2023-02-23,Z05
P004,170,Div1,2023-02-23,Z01
P004,154,Div2,2023-02-23,Z02
P002,187,Div1,2023-02-23,Z03
P002,170,Div1,2023-02-23,Z04
P003,188,Div4,2023-02-23,Z01
P004,122,Div4,2023-02-23,Z03
P010,194,Div2,2023-02-24,Z02
P004,192,Div2,2023-02-24,Z04
P010,183,Div3,2023-02-24,Z04
P009,115,Div2,2023-02-24,Z01
P003,173,Div3,2023-02-24,Z02
P002,187,Div3,2023-02-24,Z03
P004,136,Div3,2023-02-24,Z03
P008,153,Div2,2023-02-24,Z02
P002,194,Div3,2023-02-24,Z04
P006,206,Div4,2023-02-24,Z04
P004,149,Div3,2023-02-24,Z02
P001,219,Div3,2023-02-24,Z01
P005,142,Div2,2023-02-24,Z02
P006,180,Div3,2023-02-24,Z05
P003,199,Div2,2023-02-24,Z01
P010,151,Div2,2023-02-25,Z05
P001,180,Div2,2023-02-25,Z02
P005,188,Div2,2023-02-25,Z05
P008,237,Div3,2023-02-25,Z01
P010,131,Div2,2023-02-25,Z01
P002,183,Div2,2023-02-25,Z02
P004,191,Div1,2023-02-25,Z04
P002,119,Div1,2023-02-25,Z01
P005,140,Div4,2023-02-25,Z02
P005,200,Div4,2023-02-25,Z03
P009,215,Div1,2023-02-25,Z05
P003,197,Div4,2023-02-25,Z04
P007,192,Div1,2023-02-25,Z03
P007,135,Div4,2023-02-25,Z02
P009,130,Div4,2023-02-26,Z01
P002,151,Div2,2023-02-26,Z05
P004,135,Div1,2023-02-26,Z05
P002,201,Div1,2023-02-26,Z02
P001,145,Div2,2023-02-26,Z05
P007,121,Div1,2023-02-26,Z04
P005,208,Div2,2023-02-26,Z01
P009,208,Div2,2023-02-26,Z05
P003,177,Div3,2023-02-26,Z03
P008,227,Div4,2023-02-26,Z01
P003,188,Div4,2023-02-26,Z01
P009,169,Div4,2023-02-26,Z03
P007,188,Div2,2023-02-26,Z03
P005,208,Div1,2023-02-26,Z03
P005,141,Div1,2023-02-26,Z02
P008,150,Div4,2023-02-27,Z04
P003,205,Div1,2023-02-27,Z01
P002,182,Div2,2023-02-27,Z02
P002,171,Div2,2023-02-27,Z04
P001,212,Div4,2023-02-27,Z01
P004,174,Div3,2023-02-27,Z01
P006,143,Div3,2023-02-27,Z02
P009,226,Div4,2023-02-27,Z02
P005,201,Div3,2023-02-27,Z04
P004,208,Div1,2023-02-27,Z04
P003,174,Div3,2023-02-28,Z02
P003,198,Div2,2023-02-28,Z03
P003,191,Div1,2023-02-28,Z05
P002,190,Div3,2023-02-28,Z03
P007,253,Div4,2023-02-28,Z01
P008,118,Div1,2023-02-28,Z05
P008,154,Div4,2023-02-28,Z04
P001,135,Div1,2023-02-28,Z04
P006,170,Div3,2023-02-28,Z05
P010,148,Div4,2023-02-28,Z05
P002,167,Div1,2023-03-01,Z03
P010,173,Div3,2023-03-01,Z02
P005,218,Div1,2023-03-01,Z01
P004,140,Div1,2023-03-01,Z05
P005,174,Div1,2023-03-01,Z05
P005,145,Div3,2023-03-01,Z02
P001,227,Div4,2023-03-01,Z01
P003,176,Div4,2023-03-01,Z02
P007,112,Div4,2023-03-01,Z04
P001,180,Div4,2023-03-01,Z02
P001,141,Div1,2023-03-02,Z05
P001,179,Div4,2023-03-02,Z02
P004,164,Div2,2023-03-02,Z02
P002,176,Div3,2023-03-02,Z02
P003,182,Div3,2023-03-02,Z05
P005,217,Div4,2023-03-02,Z04
P003,202,Div3,2023-03-02,Z01
P006,188,Div2,2023-03-02,Z01
P005,211,Div1,2023-03-02,Z01
P010,172,Div2,2023-03-02,Z05
P004,172,Div3,2023-03-02,Z01
P001,136,Div1,2023-03-03,Z05
P008,170,Div4,2023-03-03,Z02
P009,176,Div2,2023-03-03,Z03
P005,156,Div2,2023-03-03,Z02
P004,113,Div3,2023-03-03,Z03
P005,184,Div2,2023-03-03,Z05
P002,179,Div2,2023-03-03,Z04
P008,208,Div4,2023-03-03,Z01
P001,222,Div4,2023-03-03,Z01
P009,131,Div3,2023-03-03,Z01
P001,149,Div2,2023-03-03,Z03
P006,222,Div4,2023-03-03,Z04
P001,182,Div1,2023-03-03,Z02
P006,184,Div4,2023-03-03,Z05
P007,227,Div4,2023-03-03,Z01
P007,232,Div4,2023-03-03,Z05
P010,186,Div3,2023-03-03,Z04
P002,162,Div3,2023-03-03,Z03
P010,151,Div4,2023-03-03,Z05
P006,141,Div1,2023-03-03,Z02
P007,176,Div2,2023-03-03,Z03
P003,169,Div1,2023-03-03,Z03
P003,207,Div1,2023-03-04,Z04
P004,210,Div4,2023-03-04,Z04
P008,115,Div1,2023-03-04,Z05
P006,231,Div2,2023-03-04,Z04
P002,115,Div2,2023-03-04,Z01
P004,162,Div4,2023-03-04,Z01
P006,209,Div1,2023-03-04,Z01
P008,159,Div1,2023-03-04,Z04
P010,193,Div1,2023-03-04,Z02
P002,184,Div2,2023-03-04,Z02
P008,182,Div3,2023-03-04,Z02
P009,149,Div4,2023-03-04,Z04
P007,238,Div3,2023-03-04,Z01
P007,205,Div2,2023-03-04,Z03
P001,164,Div1,2023-03-04,Z05
P001,131,Div1,2023-03-04,Z04
P007,112,Div2,2023-03-04,Z02
P007,108,Div3,2023-03-05,Z04
P007,165,Div2,2023-03-05,Z03
P009,152,Div3,2023-03-05,Z04
P004,172,Div2,2023-03-05,Z02
P006,215,Div1,2023-03-05,Z01
P005,138,Div2,2023-03-05,Z02
P010,165,Div1,2023-03-05,Z05
P001,137,Div2,2023-03-05,Z04
P010,187,Div2,2023-03-05,Z04
P001,223,Div4,2023-03-05,Z01
P010,167,Div3,2023-03-06,Z04
P006,227,Div3,2023-03-06,Z04
P002,127,Div3,2023-03-06,Z01
P008,127,Div3,2023-03-06,Z05
P008,160,Div4,2023-03-06,Z03
P003,182,Div1,2023-03-06,Z01
P003,175,Div3,2023-03-06,Z05
P008,148,Div1,2023-03-06,Z04
P009,246,Div1,2023-03-06,Z02
P005,189,Div3,2023-03-06,Z05
P006,200,Div3,2023-03-06,Z01
P002,182,Div4,2023-03-06,Z02
P004,200,Div4,2023-03-06,Z04
P001,167,Div2,2023-03-06,Z03
P005,213,Div1,2023-03-06,Z03
P006,196,Div1,2023-03-06,Z03
P009,228,Div2,2023-03-06,Z05
P008,185,Div2,2023-03-07,Z02
P008,152,Div3,2023-03-07,Z04
P002,133,Div2,2023-03-07,Z01
P006,230,Div1,2023-03-07,Z04
P003,199,Div2,2023-03-07,Z05
P003,185,Div2,2023-03-07,Z03
P001,135,Div4,2023-03-07,Z03
P006,180,Div3,2023-03-07,Z03
P007,132,Div1,2023-03-07,Z04
P002,187,Div3,2023-03-07,Z02
P009,164,Div4,2023-03-07,Z04
P004,156,Div3,2023-03-07,Z02
P007,242,Div3,2023-03-07,Z01
P006,208,Div2,2023-03-07,Z05
P008,216,Div2,2023-03-07,Z01
P005,186,Div1,2023-03-07,Z04
P010,161,Div3,2023-03-08,Z04
P003,174,Div1,2023-03-08,Z03
P004,161,Div4,2023-03-08,Z01
P010,127,Div3,2023-03-08,Z01
P007,194,Div4,2023-03-08,Z03
P009,164,Div1,2023-03-08,Z03
P008,172,Div1,2023-03-08,Z03
P008,178,Div2,2023-03-08,Z02
P006,200,Div2,2023-03-08,Z01
P003,175,Div4,2023-03-08,Z02
P005,149,Div2,2023-03-08,Z02
P010,129,Div3,2023-03-08,Z03
P004,117,Div4,2023-03-08,Z03
P001,162,Div2,2023-03-08,Z02
P009,221,Div3,2023-03-08,Z05
P002,149,Div3,2023-03-09,Z05
P010,175,Div2,2023-03-09,Z05
P001,155,Div4,2023-03-09,Z05
P001,131,Div3,2023-03-09,Z04
P007,208,Div1,2023-03-09,Z05
P005,205,Div3,2023-03-09,Z03
P008,176,Div4,2023-03-09,Z02
P003,207,Div3,2023-03-09,Z04
P010,169,Div4,2023-03-09,Z02
P003,199,Div4,2023-03-09,Z03
P002,166,Div1,2023-03-09,Z03
P007,206,Div2,2023-03-09,Z03
P006,219,Div4,2023-03-10,Z01
P007,227,Div1,2023-03-10,Z05
P004,153,Div2,2023-03-10,Z02
P001,143,Div3,2023-03-10,Z05
P008,169,Div4,2023-03-10,Z03
P002,163,Div1,2023-03-10,Z05
P010,193,Div1,2023-03-10,Z02
P009,226,Div4,2023-03-10,Z02
P006,143,Div1,2023-03-10,Z02
P002,192,Div1,2023-03-10,Z04
P010,118,Div1,2023-03-10,Z01
P010,162,Div2,2023-03-10,Z05
P009,218,Div3,2023-03-10,Z05
P007,125,Div4,2023-03-10,Z04
P003,176,Div3,2023-03-10,Z03
P009,155,Div3,2023-03-10,Z04
P001,133,Div3,2023-03-10,Z04
P005,240,Div4,2023-03-11,Z01
P005,201,Div2,2023-03-11,Z03
P006,209,Div4,2023-03-11,Z04
P003,187,Div4,2023-03-11,Z02
P004,141,Div3,2023-03-11,Z05
P003,175,Div1,2023-03-11,Z03
P010,148,Div3,2023-03-11,Z05
P006,150,Div4,2023-03-11,Z02
P001,192,Div4,2023-03-11,Z02
P009,148,Div4,2023-03-11,Z04
P006,216,Div4,2023-03-11,Z01
P010,190,Div4,2023-03-11,Z02
P005,168,Div1,2023-03-11,Z05
P001,183,Div2,2023-03-12,Z02
P001,143,Div2,2023-03-12,Z05
P005,163,Div3,2023-03-12,Z05
P010,167,Div3,2023-03-12,Z05
P004,121,Div4,2023-03-12,Z03
P007,195,Div4,2023-03-12,Z03
P001,150,Div3,2023-03-12,Z03
P007,245,Div3,2023-03-12,Z01
P010,183,Div1,2023-03-12,Z04
P003,190,Div2,2023-03-12,Z03
P004,168,Div4,2023-03-12,Z01
P007,139,Div1,2023-03-13,Z02
P006,136,Div3,2023-03-13,Z02
P007,204,Div3,2023-03-13,Z05
P010,106,Div4,2023-03-13,Z01
P001,125,Div2,2023-03-13,Z04
P003,206,Div3,2023-03-13,Z04
P002,179,Div3,2023-03-13,Z03
P003,196,Div2,2023-03-13,Z01
P006,186,Div3,2023-03-13,Z03
P008,179,Div3,2023-03-13,Z02
P002,134,Div2,2023-03-13,Z01
P007,118,Div2,2023-03-13,Z04
P007,210,Div3,2023-03-14,Z05
P003,187,Div2,2023-03-14,Z05
P006,186,Div4,2023-03-14,Z05
P001,200,Div4,2023-03-14,Z01
P010,121,Div1,2023-03-14,Z03
P008,147,Div3,2023-03-14,Z04
P004,132,Div4,2023-03-14,Z05
P007,224,Div4,2023-03-15,Z05
P001,142,Div4,2023-03-15,Z03
P010,166,Div1,2023-03-15,Z05
P008,237,Div2,2023-03-15,Z01
P010,139,Div2,2023-03-15,Z03
P002,173,Div4,2023-03-15,Z04
P001,148,Div1,2023-03-15,Z05
P003,194,Div2,2023-03-15,Z05
P004,171,Div3,2023-03-15,Z01
P005,188,Div2,2023-03-15,Z05
P005,140,Div1,2023-03-15,Z02
P003,157,Div1,2023-03-16,Z02
P001,131,Div2,2023-03-16,Z05
P001,182,Div3,2023-03-16,Z02
P009,233,Div2,2023-03-16,Z02
P008,179,Div2,2023-03-16,Z02
P006,202,Div1,2023-03-16,Z01
P005,196,Div1,2023-03-16,Z03
P008,219,Div2,2023-03-16,Z01
P003,204,Div4,2023-03-16,Z03
P009,177,Div3,2023-03-16,Z03
P006,189,Div2,2023-03-16,Z03
P010,160,Div3,2023-03-16,Z04
P004,172,Div3,2023-03-16,Z01
P002,184,Div1,2023-03-16,Z03
P009,135,Div2,2023-03-16,Z01
P009,242,Div2,2023-03-17,Z02
P007,127,Div4,2023-03-17,Z04
P003,191,Div1,2023-03-17,Z01
P008,222,Div1,2023-03-17,Z01
P007,244,Div1,2023-03-17,Z01
P009,219,Div4,2023-03-17,Z05
P008,153,Div3,2023-03-17,Z03
P005,219,Div2,2023-03-17,Z01
P001,168,Div2,2023-03-17,Z03
P004,147,Div1,2023-03-17,Z02
P005,212,Div1,2023-03-17,Z04
P001,151,Div2,2023-03-17,Z05
P008,186,Div2,2023-03-17,Z02
P008,154,Div4,2023-03-17,Z04
P010,160,Div2,2023-03-17,Z05
P002,178,Div1,2023-03-17,Z04
P006,178,Div4,2023-03-18,Z03
P002,156,Div1,2023-03-18,Z04
P002,117,Div3,2023-03-18,Z01
P010,127,Div1,2023-03-18,Z03
P006,188,Div1,2023-03-18,Z01
P009,214,Div3,2023-03-18,Z05
P007,241,Div3,2023-03-18,Z01
P005,214,Div3,2023-03-18,Z04
P005,171,Div2,2023-03-18,Z05
P006,214,Div1,2023-03-18,Z04
P009,216,Div4,2023-03-18,Z02
P006,155,Div2,2023-03-18,Z02
P007,128,Div2,2023-03-18,Z02
P009,125,Div3,2023-03-18,Z01
P002,191,Div3,2023-03-18,Z02
P007,211,Div4,2023-03-18,Z05
P009,152,Div3,2023-03-18,Z04
P002,166,Div1,2023-03-19,Z05
P006,133,Div3,2023-03-19,Z02
P010,170,Div1,2023-03-19,Z04
P003,211,Div4,2023-03-19,Z04
P009,171,Div1,2023-03-19,Z04
P007,246,Div4,2023-03-19,Z01
P007,113,Div4,2023-03-19,Z04
P002,186,Div2,2023-03-19,Z02
P009,218,Div3,2023-03-19,Z02
P009,221,Div2,2023-03-19,Z05
P006,189,Div3,2023-03-19,Z01
P008,157,Div4,2023-03-19,Z03
P009,214,Div3,2023-03-20,Z05
P007,135,Div2,2023-03-20,Z04
P009,113,Div4,2023-03-20,Z01
P004,154,Div4,2023-03-20,Z01
P003,179,Div1,2023-03-20,Z02
P006,172,Div1,2023-03-20,Z05
P004,177,Div4,2023-03-20,Z04
P008,157,Div1,2023-03-20,Z03
P006,193,Div1,2023-03-20,Z03
P009,237,Div3,2023-03-20,Z02
P005,222,Div1,2023-03-20,Z04
P010,174,Div3,2023-03-20,Z04
P002,175,Div1,2023-03-20,Z04
P010,182,Div4,2023-03-21,Z02
P010,126,Div2,2023-03-21,Z01
P007,216,Div3,2023-03-21,Z05
P009,144,Div2,2023-03-21,Z03
P006,216,Div1,2023-03-21,Z04
P008,172,Div2,2023-03-21,Z02
P003,193,Div4,2023-03-21,Z03
P004,140,Div1,2023-03-21,Z05
P003,218,Div2,2023-03-21,Z04
P007,190,Div4,2023-03-21,Z03
P010,177,Div3,2023-03-21,Z04
P001,217,Div1,2023-03-21,Z01
P002,180,Div4,2023-03-22,Z04
P008,155,Div4,2023-03-22,Z03
P009,127,Div3,2023-03-22,Z01
P007,184,Div4,2023-03-22,Z03
P005,218,Div4,2023-03-22,Z01
P007,222,Div3,2023-03-22,Z05
P001,146,Div3,2023-03-22,Z04
P010,159,Div3,2023-03-22,Z05
P010,195,Div4,2023-03-22,Z02
P002,121,Div4,2023-03-22,Z01
P006,188,Div2,2023-03-22,Z03
P002,176,Div3,2023-03-22,Z02
P006,172,Div1,2023-03-22,Z05
P009,141,Div4,2023-03-23,Z03
P007,233,Div3,2023-03-23,Z01
P010,129,Div4,2023-03-23,Z03
P002,157,Div1,2023-03-23,Z05
P003,178,Div2,2023-03-23,Z03
P007,178,Div1,2023-03-23,Z03
P002,195,Div3,2023-03-23,Z02
P007,114,Div2,2023-03-23,Z04
P007,138,Div4,2023-03-23,Z02
P004,132,Div2,2023-03-23,Z02
P004,117,Div3,2023-03-23,Z03
P008,173,Div2,2023-03-24,Z03
P005,112,Div4,2023-03-24,Z02
P002,158,Div2,2023-03-24,Z04
P006,195,Div2,2023-03-24,Z03
P009,209,Div2,2023-03-24,Z05
P003,179,Div3,2023-03-24,Z02
P001,187,Div1,2023-03-24,Z02
P005,218,Div1,2023-03-24,Z04
P006,196,Div1,2023-03-24,Z04
P005,178,Div1,2023-03-24,Z05
P003,172,Div1,2023-03-25,Z02
P002,171,Div2,2023-03-25,Z03
P007,141,Div4,2023-03-25,Z02
P006,233,Div1,2023-03-25,Z04
P010,120,Div2,2023-03-25,Z03
P003,205,Div4,2023-03-25,Z04
P004,158,Div4,2023-03-25,Z02
P005,236,Div4,2023-03-25,Z01
P003,186,Div1,2023-03-25,Z01
P005,203,Div3,2023-03-25,Z04
P007,116,Div1,2023-03-25,Z04
P001,224,Div2,2023-03-25,Z01
P004,138,Div4,2023-03-25,Z05
P006,199,Div3,2023-03-26,Z03
P006,162,Div4,2023-03-26,Z02
P001,221,Div3,2023-03-26,Z01
P008,143,Div3,2023-03-26,Z03
P006,213,Div4,2023-03-26,Z01
P002,161,Div1,2023-03-26,Z05
P008,122,Div2,2023-03-26,Z05
P001,163,Div4,2023-03-26,Z02
P003,200,Div4,2023-03-26,Z03
P007,105,Div4,2023-03-26,Z04
P005,156,Div2,2023-03-26,Z02
P010,149,Div1,2023-03-26,Z05
P004,175,Div4,2023-03-26,Z02
P009,133,Div4,2023-03-26,Z01
P007,225,Div2,2023-03-26,Z05
P004,136,Div2,2023-03-26,Z05
P001,129,Div3,2023-03-26,Z05
P007,196,Div4,2023-03-26,Z03
P009,211,Div2,2023-03-26,Z05
P010,131,Div1,2023-03-26,Z03
P008,153,Div4,2023-03-26,Z04
P010,140,Div2,2023-03-27,Z05
P006,158,Div2,2023-03-27,Z02
P003,197,Div1,2023-03-27,Z05
P004,128,Div3,2023-03-27,Z03
P003,172,Div2,2023-03-27,Z02
P001,163,Div3,2023-03-27,Z02
P001,208,Div1,2023-03-27,Z01
P008,211,Div4,2023-03-27,Z01
P008,156,Div1,2023-03-27,Z02
P002,186,Div2,2023-03-27,Z02
P001,127,Div3,2023-03-27,Z04
P009,197,Div2,2023-03-27,Z05
P004,122,Div3,2023-03-27,Z05
P005,159,Div3,2023-03-27,Z02
P004,155,Div2,2023-03-28,Z01
P009,211,Div4,2023-03-28,Z05
P006,186,Div1,2023-03-28,Z05
P007,116,Div1,2023-03-28,Z04
P004,142,Div3,2023-03-28,Z05
P005,208,Div3,2023-03-28,Z01
P003,166,Div2,2023-03-28,Z02
P007,225,Div4,2023-03-28,Z01
P005,183,Div2,2023-03-28,Z04
P005,209,Div2,2023-03-28,Z03
P002,134,Div1,2023-03-28,Z01
P008,109,Div1,2023-03-28,Z05
P004,184,Div2,2023-03-28,Z04
P007,180,Div4,2023-03-28,Z03
P009,162,Div4,2023-03-28,Z03
P009,231,Div4,2023-03-28,Z02
P002,181,Div3,2023-03-28,Z03
P003,156,Div2,2023-03-29,Z03
P004,163,Div2,2023-03-29,Z02
P004,104,Div4,2023-03-29,Z03
P001,138,Div3,2023-03-29,Z05
P004,172,Div1,2023-03-29,Z01
P005,164,Div3,2023-03-29,Z05
P001,140,Div1,2023-03-29,Z03
P010,138,Div4,2023-03-29,Z03
P010,183,Div4,2023-03-29,Z02
P009,160,Div3,2023-03-29,Z03
P002,182,Div1,2023-03-29,Z02
P009,233,Div4,2023-03-29,Z02
P007,227,Div2,2023-03-29,Z01
P001,122,Div3,2023-03-29,Z04
P003,192,Div4,2023-03-29,Z04
P006,147,Div2,2023-03-29,Z02
P009,175,Div1,2023-03-29,Z04
P005,216,Div4,2023-03-29,Z01
P008,227,Div3,2023-03-29,Z01
P007,210,Div3,2023-03-30,Z05
P008,173,Div1,2023-03-30,Z02
P009,145,Div3,2023-03-30,Z04
P003,180,Div1,2023-03-30,Z05
P008,150,Div2,2023-03-30,Z04
P007,133,Div4,2023-03-30,Z02
P004,116,Div3,2023-03-30,Z03
P009,230,Div3,2023-03-30,Z02
P005,128,Div1,2023-03-30,Z02
P008,158,Div3,2023-03-30,Z03
P006,212,Div1,2023-03-30,Z04
P001,218,Div1,2023-03-30,Z01
P005,213,Div4,2023-03-30,Z04
P010,121,Div1,2023-03-30,Z03
P004,158,Div3,2023-03-31,Z01
P001,175,Div1,2023-03-31,Z02
P002,190,Div3,2023-03-31,Z02
P007,214,Div3,2023-03-31,Z05
P009,172,Div1,2023-03-31,Z03
P003,173,Div1,2023-03-31,Z01
P007,206,Div1,2023-03-31,Z01
P010,167,Div2,2023-03-31,Z02
P009,136,Div3,2023-03-31,Z01
P008,238,Div4,2023-03-31,Z01
P003,192,Div1,2023-03-31,Z03
P003,180,Div1,2023-03-31,Z02
P006,183,Div4,2023-03-31,Z01
P010,137,Div2,2023-04-01,Z01
P008,149,Div1,2023-04-01,Z04
P009,229,Div1,2023-04-01,Z05
P007,234,Div3,2023-04-01,Z01
P003,173,Div1,2023-04-01,Z02
P004,182,Div2,2023-04-01,Z04
P005,208,Div1,2023-04-01,Z04
P007,171,Div1,2023-04-01,Z03
P009,125,Div4,2023-04-01,Z01
P001,140,Div4,2023-04-01,Z03
P001,186,Div3,2023-04-01,Z02
P006,230,Div1,2023-04-02,Z04
P002,189,Div4,2023-04-02,Z04
P004,136,Div2,2023-04-02,Z05
P004,158,Div2,2023-04-02,Z01
P007,226,Div1,2023-04-02,Z05
P006,148,Div4,2023-04-02,Z02
P005,180,Div4,2023-04-02,Z03
P002,177,Div4,2023-04-02,Z02
P005,212,Div1,2023-04-02,Z04
P007,235,Div4,2023-04-02,Z01
P006,174,Div4,2023-04-02,Z03
P009,132,Div3,2023-04-02,Z01
P009,224,Div4,2023-04-02,Z05
P006,185,Div3,2023-04-02,Z05
P002,165,Div1,2023-04-02,Z05
P007,118,Div3,2023-04-02,Z04
P009,170,Div3,2023-04-02,Z03
P003,208,Div4,2023-04-02,Z04
P009,209,Div1,2023-04-03,Z05
P007,172,Div4,2023-04-03,Z03
P001,177,Div4,2023-04-03,Z02
P005,191,Div4,2023-04-03,Z03
P008,123,Div2,2023-04-03,Z05
P004,176,Div1,2023-04-03,Z01
P009,118,Div3,2023-04-03,Z01
P005,187,Div4,2023-04-03,Z05
P002,168,Div4,2023-04-03,Z03
P004,202,Div3,2023-04-03,Z04
P001,126,Div1,2023-04-03,Z04
P005,142,Div1,2023-04-03,Z02
P003,187,Div3,2023-04-03,Z01
P006,175,Div1,2023-04-04,Z03
P008,193,Div3,2023-04-04,Z02
P004,167,Div1,2023-04-04,Z01
P010,110,Div2,2023-04-04,Z01
P008,110,Div4,2023-04-04,Z05
P004,152,Div2,2023-04-04,Z02
P003,185,Div4,2023-04-04,Z05
P002,168,Div1,2023-04-04,Z04
P010,124,Div4,2023-04-04,Z03
P001,125,Div3,2023-04-05,Z05
P006,186,Div4,2023-04-05,Z05
P005,218,Div1,2023-04-05,Z04
P002,149,Div1,2023-04-05,Z05
P001,213,Div1,2023-04-05,Z01
P005,200,Div1,2023-04-05,Z03
P010,109,Div2,2023-04-05,Z01
P002,177,Div2,2023-04-05,Z04
P007,132,Div4,2023-04-05,Z04
P007,222,Div4,2023-04-05,Z01
P010,159,Div1,2023-04-06,Z05
P001,126,Div3,2023-04-06,Z04
P007,178,Div4,2023-04-06,Z03
P003,201,Div3,2023-04-06,Z01
P006,206,Div4,2023-04-06,Z03
P010,174,Div2,2023-04-06,Z04
P004,119,Div4,2023-04-06,Z05
P001,167,Div3,2023-04-06,Z02
P003,173,Div2,2023-04-06,Z03
P005,134,Div2,2023-04-06,Z02
P009,212,Div1,2023-04-06,Z05
P003,177,Div3,2023-04-06,Z02
P002,170,Div1,2023-04-06,Z04
P002,158,Div1,2023-04-07,Z04
P007,181,Div3,2023-04-07,Z03
P001,131,Div4,2023-04-07,Z03
P009,219,Div1,2023-04-07,Z05
P008,137,Div2,2023-04-07,Z04
P009,173,Div3,2023-04-07,Z03
P004,97,Div1,2023-04-07,Z03
P002,112,Div1,2023-04-07,Z01
P005,202,Div4,2023-04-07,Z03
P004,145,Div2,2023-04-07,Z02
P008,161,Div2,2023-04-07,Z03
P003,194,Div2,2023-04-08,Z05
P008,144,Div1,2023-04-08,Z04
P005,204,Div2,2023-04-08,Z04
P008,120,Div3,2023-04-08,Z05
P002,115,Div3,2023-04-08,Z01
P010,132,Div4,2023-04-08,Z03
P001,151,Div1,2023-04-08,Z05
P006,196,Div2,2023-04-08,Z01
P006,219,Div4,2023-04-08,Z04
P004,135,Div1,2023-04-08,Z02
P005,185,Div1,2023-04-08,Z03
P007,213,Div2,2023-04-08,Z01
P004,176,Div1,2023-04-08,Z04
P009,153,Div2,2023-04-08,Z04
P008,224,Div1,2023-04-08,Z01
P004,162,Div2,2023-04-08,Z01
P004,128,Div3,2023-04-09,Z05
P009,162,Div1,2023-04-09,Z03
P002,160,Div1,2023-04-09,Z02
P002,104,Div2,2023-04-09,Z01
P010,129,Div1,2023-04-09,Z03
P007,115,Div4,2023-04-09,Z04
P001,126,Div4,2023-04-09,Z03
P003,199,Div1,2023-04-09,Z04
P008,118,Div4,2023-04-09,Z05
P003,162,Div1,2023-04-09,Z02
P006,193,Div2,2023-04-10,Z01
P001,154,Div1,2023-04-10,Z03
P004,176,Div1,2023-04-10,Z04
P007,200,Div4,2023-04-10,Z05
P006,195,Div3,2023-04-10,Z04
P005,206,Div4,2023-04-10,Z03
P001,220,Div2,2023-04-10,Z01
P001,151,Div3,2023-04-10,Z04
P010,118,Div4,2023-04-11,Z01
P004,180,Div4,2023-04-11,Z04
P010,155,Div2,2023-04-11,Z05
P003,163,Div2,2023-04-11,Z02
P005,177,Div2,2023-04-11,Z05
P007,120,Div1,2023-04-11,Z02
P006,200,Div3,2023-04-11,Z03
P009,222,Div3,2023-04-11,Z02
P004,118,Div4,2023-04-11,Z05
P004,150,Div1,2023-04-11,Z02
P005,197,Div4,2023-04-11,Z04
P010,131,Div4,2023-04-11,Z03
P007,206,Div4,2023-04-11,Z05
P007,220,Div4,2023-04-11,Z01
P008,176,Div4,2023-04-12,Z02
P005,208,Div3,2023-04-12,Z01
P002,154,Div4,2023-04-12,Z02
P009,194,Div4,2023-04-12,Z05
P001,188,Div3,2023-04-12,Z02
P007,125,Div2,2023-04-12,Z02
P008,146,Div4,2023-04-12,Z04
P002,176,Div1,2023-04-12,Z03
P009,211,Div1,2023-04-12,Z02
P010,161,Div4,2023-04-12,Z02
P001,202,Div4,2023-04-12,Z01
P003,177,Div2,2023-04-12,Z05
P003,171,Div2,2023-04-12,Z02
P002,179,Div4,2023-04-12,Z04
P009,158,Div1,2023-04-12,Z03
P001,143,Div3,2023-04-12,Z03
P007,235,Div1,2023-04-12,Z01
P001,135,Div3,2023-04-13,Z05
P003,190,Div3,2023-04-13,Z04
P005,221,Div3,2023-04-13,Z01
P005,141,Div2,2023-04-13,Z02
P002,147,Div3,2023-04-13,Z05
P004,152,Div1,2023-04-13,Z02
P005,165,Div3,2023-04-13,Z05
P009,152,Div3,2023-04-13,Z04
P009,200,Div2,2023-04-13,Z05
P006,166,Div4,2023-04-13,Z05
P001,208,Div1,2023-04-13,Z01
P009,101,Div4,2023-04-13,Z01
P007,129,Div1,2023-04-13,Z02
P004,110,Div3,2023-04-13,Z03
P003,174,Div1,2023-04-13,Z01
P006,216,Div3,2023-04-13,Z04
P010,157,Div1,2023-04-13,Z04
P004,194,Div2,2023-04-13,Z04
P006,157,Div4,2023-04-13,Z03
P007,98,Div2,2023-04-13,Z04
P007,97,Div2,2023-04-14,Z04
P001,214,Div3,2023-04-14,Z01
P004,129,Div1,2023-04-14,Z05
P003,203,Div2,2023-04-14,Z01
P009,144,Div2,2023-04-14,Z01
P008,136,Div1,2023-04-14,Z03
P006,146,Div1,2023-04-14,Z02
P004,160,Div3,2023-04-14,Z02
P009,207,Div3,2023-04-14,Z02
P001,196,Div2,2023-04-14,Z02
P002,157,Div4,2023-04-14,Z04
P010,151,Div2,2023-04-14,Z05
P007,115,Div4,2023-04-14,Z02
P009,162,Div4,2023-04-14,Z04
